Date,Players,Effective,owner,owner_id,transaction_str,player_id,cbsid,parsed_transactions,transaction_type,period,Add,Drop,Drop Week,type,PA,AB,H,R,RBI,HR,SB,BA,IP,Outs,QS,SO,SvHld,ERA,WHIP,ER,HA,BB,zBA,zR,zHR,zRBI,zSB,zERA,zWHIP,zSO,zQS,zSvHld,total_z,Value,weeks_held
8/18/25 9:40 AM ET,"('Hurston Waldrep SP,RP • ATL - Added Wilmer Flores 1B • SF - Dropped', '/players/playerpage/29153556')",8/18/25,9 Grand Kids,30,"Hurston Waldrep SP,RP • ATL - Added Wilmer Flores 1B • SF - Dropped",/players/playerpage/29153556,29153556,"[{'Name': 'Hurston Waldrep', 'Position': 'SP,RP', 'Team': 'ATL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Wilmer Flores', 'Position': '1B', 'Team': 'SF', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Hurston Waldrep,Wilmer Flores,28.0,p,,,,,,,,,38.67,348.03000000000003,2.0,40.0,0.0,3.491078355314197,1.2412723041117144,15.0,33.0,15.0,,,,,,0.707044284487155,0.1818773336326961,1.760380682650034,0.8706124798589346,-0.5977863373193051,2.9221284433095147,6.7,6.0
8/17/25 9:58 PM ET,"('Ryan Mountcastle 1B • BAL - Added Max Muncy 3B • LAD - Dropped', '/players/playerpage/2211203')",8/18/25,Harveys Wallbangers,4,Ryan Mountcastle 1B • BAL - Added Max Muncy 3B • LAD - Dropped,/players/playerpage/2211203,2211203,"[{'Name': 'Ryan Mountcastle', 'Position': '1B', 'Team': 'BAL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Max Muncy', 'Position': '3B', 'Team': 'LAD', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Ryan Mountcastle,Max Muncy,25.0,h,72.0,72.0,23.0,8.0,13.0,2.0,2.0,0.3194444444444444,,,,,,,,,,,1.7279997661760407,0.418128364607791,0.18054663067207782,1.55048747341322,0.7403031550417695,,,,,,4.617465389910899,12.2,3.0
8/17/25 9:00 PM ET,"('Nolan McLean SP • NYM - Added Marcelo Mayer 2B,3B • BOS - Dropped', '/players/playerpage/29295981')",8/18/25,Ugly Spuds,29,"Nolan McLean SP • NYM - Added Marcelo Mayer 2B,3B • BOS - Dropped",/players/playerpage/29295981,29295981,"[{'Name': 'Nolan McLean', 'Position': 'SP', 'Team': 'NYM', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Marcelo Mayer', 'Position': '2B,3B', 'Team': 'BOS', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Nolan McLean,Marcelo Mayer,28.0,p,,,,,,,,,42.66,383.93999999999994,4.0,46.0,0.0,1.2658227848101267,1.0079699953117676,6.0,29.0,14.0,,,,,,3.074274367761222,1.7407234092302335,2.2240287518025985,2.247959158521212,-0.5977863373193051,8.68919934999596,19.9,6.0
8/17/25 9:00 PM ET,"('Kyle Hendricks SP • LAA - Added Tony Gonsolin SP • LAD - Dropped', '/players/playerpage/2108023')",8/18/25,Lil Trumps Wiscompton Wu-Tang,42,Kyle Hendricks SP • LAA - Added Tony Gonsolin SP • LAD - Dropped,/players/playerpage/2108023,2108023,"[{'Name': 'Kyle Hendricks', 'Position': 'SP', 'Team': 'LAA', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Tony Gonsolin', 'Position': 'SP', 'Team': 'LAD', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Kyle Hendricks,Tony Gonsolin,28.0,p,,,,,,,,,42.99,386.91,4.0,28.0,0.0,5.2337752965806,1.4189346359618515,25.0,46.0,15.0,,,,,,-1.0246180060738541,-0.9796646434653864,0.8330845443449048,2.247959158521212,-0.5977863373193051,0.478974716007571,1.1,6.0
8/17/25 9:00 PM ET,"('Cristian Javier SP • HOU - Added Brendon Little RP • TOR - Dropped', '/players/playerpage/2910637')",8/18/25,Lima Time!,38,Cristian Javier SP • HOU - Added Brendon Little RP • TOR - Dropped,/players/playerpage/2910637,2910637,"[{'Name': 'Cristian Javier', 'Position': 'SP', 'Team': 'HOU', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Brendon Little', 'Position': 'RP', 'Team': 'TOR', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Cristian Javier,Brendon Little,28.0,p,,,,,,,,,32.33,290.96999999999997,2.0,30.0,0.0,4.454067429631921,1.2372409526755337,16.0,26.0,14.0,,,,,,-0.1613170188797803,0.17222614818124266,0.9876339007290929,0.8706124798589346,-0.5977863373193051,1.2713691725701848,2.9,6.0
8/17/25 9:00 PM ET,"('Joseph Ortiz SS • MIL - Added Mark Vientos 3B • NYM - Dropped', '/players/playerpage/26911690')",8/18/25,Roid Ragers,44,Joseph Ortiz SS • MIL - Added Mark Vientos 3B • NYM - Dropped,/players/playerpage/26911690,26911690,"[{'Name': 'Joseph Ortiz', 'Position': 'SS', 'Team': 'MIL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Mark Vientos', 'Position': '3B', 'Team': 'NYM', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Joseph Ortiz,Mark Vientos,28.0,h,90.0,90.0,25.0,12.0,5.0,0.0,4.0,0.2777777777777778,,,,,,,,,,,0.6452621795779664,0.15108907508338035,-1.0089501134038796,-0.716553117134039,0.8843739474625713,,,,,,-0.04477802841400069,-0.1,6.0
8/17/25 9:00 PM ET,"('Miguel Andujar 3B,OF • SD - Added Jake Irvin SP • WAS - Dropped', '/players/playerpage/2167340')",8/18/25,Mom's Cookin,47,"Miguel Andujar 3B,OF • SD - Added Jake Irvin SP • WAS - Dropped",/players/playerpage/2167340,2167340,"[{'Name': 'Miguel Andujar', 'Position': '3B,OF', 'Team': 'SD', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Jake Irvin', 'Position': 'SP', 'Team': 'WAS', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,22,Miguel Andujar,Jake Irvin,28.0,h,67.0,67.0,23.0,7.0,13.0,3.0,0.0,0.34328358208955223,,,,,,,,,,,1.5143272959709286,-0.4998205011522154,0.03811589317303543,0.3349168143713695,-0.6382164063255237,,,,,,0.7493230960375944,1.7,6.0
8/10/25 11:20 PM ET,"('Luke Keaschall 2B • MIN - Added Tyler Stephenson C • CIN - Dropped', '/players/playerpage/29321958')",8/11/25,Brewbirds,3,Luke Keaschall 2B • MIN - Added Tyler Stephenson C • CIN - Dropped,/players/playerpage/29321958,29321958,"[{'Name': 'Luke Keaschall', 'Position': '2B', 'Team': 'MIN', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Tyler Stephenson', 'Position': 'C', 'Team': 'CIN', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,21,Luke Keaschall,Tyler Stephenson,28.0,h,162.0,162.0,48.0,21.0,26.0,4.0,8.0,0.2962962962962963,,,,,,,,,,,1.781568541797358,0.979872239979535,0.2074399600499618,1.5875155475637381,2.1429724241555177,,,,,,6.699368713546111,14.9,7.0
8/10/25 11:19 PM ET,"('Bailey Falter SP,RP • KC - Added Troy Melton SP,RP • DET - Dropped', '/players/playerpage/26608272')",8/11/25,Lil Trumps Wiscompton Wu-Tang,42,"Bailey Falter SP,RP • KC - Added Troy Melton SP,RP • DET - Dropped",/players/playerpage/26608272,26608272,"[{'Name': 'Bailey Falter', 'Position': 'SP,RP', 'Team': 'KC', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Troy Melton', 'Position': 'SP,RP', 'Team': 'DET', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,21,Bailey Falter,Troy Melton,28.0,p,,,,,,,,,12.0,108.0,0.0,11.0,0.0,11.25,2.25,15.0,20.0,7.0,,,,,,-1.8532556612206517,-1.672382613915439,-0.5779833462247024,-0.5159289449007001,-0.602266757538219,-5.221817323799712,-11.6,7.0
8/10/25 11:19 PM ET,"('Alex Vesia RP • LAD - Added Patrick Corbin SP,RP • TEX - Dropped', '/players/playerpage/2933171')",8/11/25,Mom's Cookin,47,"Alex Vesia RP • LAD - Added Patrick Corbin SP,RP • TEX - Dropped",/players/playerpage/2933171,2933171,"[{'Name': 'Alex Vesia', 'Position': 'RP', 'Team': 'LAD', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Patrick Corbin', 'Position': 'SP,RP', 'Team': 'TEX', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,21,Alex Vesia,Patrick Corbin,25.0,p,,,,,,,,,6.33,56.97,0.0,6.0,2.0,5.687203791469194,1.8957345971563981,4.0,7.0,5.0,,,,,,-0.24098593439128432,-0.7066358910442541,-0.7158821867334595,-0.4999147398417258,0.49773558113170874,-1.6656831708790147,-4.2,4.0
8/10/25 11:19 PM ET,"('Jakob Marsee OF • MIA - Added Jorge Soler OF • LAA - Dropped', '/players/playerpage/29085946')",8/11/25,Roid Ragers,44,Jakob Marsee OF • MIA - Added Jorge Soler OF • LAA - Dropped,/players/playerpage/29085946,29085946,"[{'Name': 'Jakob Marsee', 'Position': 'OF', 'Team': 'MIA', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Jorge Soler', 'Position': 'OF', 'Team': 'LAA', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,21,Jakob Marsee,Jorge Soler,28.0,h,180.0,180.0,56.0,26.0,30.0,5.0,12.0,0.3111111111111111,,,,,,,,,,,2.5786465766592284,1.542343748219402,0.5100879260803012,2.036812400647815,3.538666811665217,,,,,,10.206557463271963,22.8,7.0
8/10/25 11:19 PM ET,"('Logan Taylor Allen SP,RP • CLE - Added Grayson Rodriguez SP • LAA - Dropped', '/players/playerpage/26757783')",8/11/25,Charmer,36,"Logan Taylor Allen SP,RP • CLE - Added Grayson Rodriguez SP • LAA - Dropped",/players/playerpage/26757783,26757783,"[{'Name': 'Logan Taylor Allen', 'Position': 'SP,RP', 'Team': 'CLE', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Grayson Rodriguez', 'Position': 'SP', 'Team': 'LAA', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,21,Logan Taylor Allen,Grayson Rodriguez,28.0,p,,,,,,,,,43.67,393.03000000000003,1.0,37.0,0.0,4.534005037783375,1.4884359972521182,22.0,45.0,20.0,,,,,,-0.27437540400795285,-1.3288555067388816,1.1686270339625968,0.1094394731607546,-0.602266757538219,-0.9274311611617021,-2.1,7.0
8/10/25 11:19 PM ET,"('Nestor Cortes SP • SD - Added Robert Garcia RP • TEX - Dropped', '/players/playerpage/2822128')",8/11/25,Trouble With The Curve,1,Nestor Cortes SP • SD - Added Robert Garcia RP • TEX - Dropped,/players/playerpage/2822128,2822128,"[{'Name': 'Nestor Cortes', 'Position': 'SP', 'Team': 'SD', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Robert Garcia', 'Position': 'RP', 'Team': 'TEX', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,21,Nestor Cortes,Robert Garcia,25.0,p,,,,,,,,,24.009999999999998,216.08999999999997,1.0,19.0,0.0,3.7484381507705122,1.332778009162849,10.0,22.0,10.0,,,,,,0.3706610901420842,-0.20979777416436177,0.7306869551048653,0.4282138209799643,-0.5912070517667714,0.7285570402957806,1.8,4.0
8/10/25 11:18 PM ET,"('Isaac Collins OF • KC - Added Noah Schultz SP • CHW - Dropped', '/players/playerpage/3158249')",8/11/25,Ugly Spuds,29,Isaac Collins OF • KC - Added Noah Schultz SP • CHW - Dropped,/players/playerpage/3158249,3158249,"[{'Name': 'Isaac Collins', 'Position': 'OF', 'Team': 'KC', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Noah Schultz', 'Position': 'SP', 'Team': 'CHW', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,21,Isaac Collins,Noah Schultz,28.0,h,119.0,119.0,28.0,15.0,23.0,3.0,4.0,0.23529411764705882,,,,,,,,,,,-0.3222709774822796,0.3049064300916946,-0.09520800598037756,1.2505429077506807,0.7472780366458183,,,,,,1.8852483910255364,4.2,7.0
8/4/25 9:47 AM ET,"('Garrett Whitlock RP • BOS - Added Orion Kerkering RP • PHI - Dropped', '/players/playerpage/2837680')",8/4/25,Lima Time!,38,Garrett Whitlock RP • BOS - Added Orion Kerkering RP • PHI - Dropped,/players/playerpage/2837680,2837680,"[{'Name': 'Garrett Whitlock', 'Position': 'RP', 'Team': 'BOS', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Orion Kerkering', 'Position': 'RP', 'Team': 'PHI', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,20,Garrett Whitlock,Orion Kerkering,28.0,p,,,,,,,,,20.66,185.94,0.0,23.0,10.0,0.4356243949661181,1.1616650532429815,1.0,19.0,5.0,,,,,,1.6543057159117516,0.3211566665201815,0.08896311918459752,-0.5169668119132889,2.406977536225618,3.95443622592886,8.4,8.0
8/4/25 9:47 AM ET,"('Brenton Doyle OF • COL - Added Taj Bradley SP • MIN - Dropped', '/players/playerpage/3152047')",8/4/25,Brewbirds,3,Brenton Doyle OF • COL - Added Taj Bradley SP • MIN - Dropped,/players/playerpage/3152047,3152047,"[{'Name': 'Brenton Doyle', 'Position': 'OF', 'Team': 'COL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Taj Bradley', 'Position': 'SP', 'Team': 'MIN', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,20,Brenton Doyle,Taj Bradley,28.0,h,162.0,162.0,44.0,20.0,25.0,7.0,7.0,0.2716049382716049,,,,,,,,,,,0.7983684536833702,0.635594423636889,0.9190383436319103,1.1720538920635037,1.5684883439814346,,,,,,5.093543456997108,10.8,8.0
8/3/25 11:17 PM ET,"('Dennis Santana RP • PIT - Added Denzel Clarke OF • ATH - Dropped', '/players/playerpage/2898231')",8/4/25,Harveys Wallbangers,4,Dennis Santana RP • PIT - Added Denzel Clarke OF • ATH - Dropped,/players/playerpage/2898231,2898231,"[{'Name': 'Dennis Santana', 'Position': 'RP', 'Team': 'PIT', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Denzel Clarke', 'Position': 'OF', 'Team': 'ATH', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,20,Dennis Santana,Denzel Clarke,28.0,p,,,,,,,,,21.66,194.94,0.0,19.0,10.0,3.739612188365651,0.9233610341643582,9.0,14.0,6.0,,,,,,0.2338041577079264,1.0171670456813702,-0.1500422756396946,-0.5169668119132889,2.406977536225618,2.990939652061931,6.3,8.0
8/3/25 11:13 PM ET,"('Mike Soroka SP,RP • ARI - Added Reese Olson SP • DET - Dropped', '/players/playerpage/2207809')",8/4/25,Lil Trumps Wiscompton Wu-Tang,42,"Mike Soroka SP,RP • ARI - Added Reese Olson SP • DET - Dropped",/players/playerpage/2207809,2207809,"[{'Name': 'Mike Soroka', 'Position': 'SP,RP', 'Team': 'ARI', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Reese Olson', 'Position': 'SP', 'Team': 'DET', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,20,Mike Soroka,Reese Olson,28.0,p,,,,,,,,,8.33,74.97,0.0,10.0,0.0,3.2412965186074434,1.0804321728691477,3.0,5.0,4.0,,,,,,0.176954633327177,0.21869444137103808,-0.6878044139943519,-0.5169668119132889,-0.594795834586931,-1.4039179857963566,-3.0,8.0
8/3/25 11:13 PM ET,"('Blake Perkins OF • MIL - Added Parker Meadows OF • DET - Dropped', '/players/playerpage/2449457')",8/4/25,Roid Ragers,44,Blake Perkins OF • MIL - Added Parker Meadows OF • DET - Dropped,/players/playerpage/2449457,2449457,"[{'Name': 'Blake Perkins', 'Position': 'OF', 'Team': 'MIL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Parker Meadows', 'Position': 'OF', 'Team': 'DET', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,20,Blake Perkins,Parker Meadows,28.0,h,126.0,126.0,29.0,22.0,16.0,3.0,5.0,0.23015873015873015,,,,,,,,,,,-0.48940628994587815,0.8348165451160395,-0.17809116228273866,0.2817132240565357,0.9347428511500696,,,,,,1.383775168094028,2.9,8.0
8/3/25 11:13 PM ET,"('Gavin Lux 2B,3B,OF • TB - Added Dylan Moore 1B,2B,3B,SS,OF • PHI - Dropped', '/players/playerpage/2250605')",8/4/25,Dirty Birds,41,"Gavin Lux 2B,3B,OF • TB - Added Dylan Moore 1B,2B,3B,SS,OF • PHI - Dropped",/players/playerpage/2250605,2250605,"[{'Name': 'Gavin Lux', 'Position': '2B,3B,OF', 'Team': 'TB', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Dylan Moore', 'Position': '1B,2B,3B,SS,OF', 'Team': 'PHI', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,20,Gavin Lux,Dylan Moore,28.0,h,131.0,131.0,34.0,15.0,10.0,1.0,0.0,0.2595419847328244,,,,,,,,,,,0.30959892412563805,0.1375391199390127,-0.7266559152400631,-0.31184722128144304,-0.6496208809283432,,,,,,-1.2409859733851987,-2.6,8.0
8/3/25 11:13 PM ET,"('Blake Treinen RP • LAD - Added Chase Meidroth 2B,SS • CHW - Dropped', '/players/playerpage/1953420')",8/4/25,Mom's Cookin,47,"Blake Treinen RP • LAD - Added Chase Meidroth 2B,SS • CHW - Dropped",/players/playerpage/1953420,1953420,"[{'Name': 'Blake Treinen', 'Position': 'RP', 'Team': 'LAD', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Chase Meidroth', 'Position': '2B,SS', 'Team': 'CHW', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,20,Blake Treinen,Chase Meidroth,24.0,p,,,,,,,,,6.33,56.97,0.0,11.0,3.0,4.265402843601896,2.211690363349131,3.0,9.0,5.0,,,,,,0.007761283493661375,-1.0608159415088234,-0.12601590861102382,-0.4855858456367523,1.018118047773261,-0.6465383644896772,-1.6,4.0
8/3/25 11:07 PM ET,"(""Ke'Bryan Hayes 3B • CIN - Added Jake Burger 1B • TEX - Dropped"", '/players/playerpage/2211187')",8/4/25,Young Guns,45,Ke'Bryan Hayes 3B • CIN - Added Jake Burger 1B • TEX - Dropped,/players/playerpage/2211187,2211187,"[{'Name': ""Ke'Bryan Hayes"", 'Position': '3B', 'Team': 'CIN', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Jake Burger', 'Position': '1B', 'Team': 'TEX', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,20,Ke'Bryan Hayes,Jake Burger,28.0,h,151.0,151.0,35.0,15.0,12.0,3.0,2.0,0.23178807947019867,,,,,,,,,,,-0.5341989413039013,0.1375391199390127,-0.17809116228273866,-0.1139937395021168,-0.015875388096978135,,,,,,-0.7046201112467222,-1.5,8.0
7/28/25 4:48 PM ET,"('Colson Montgomery 3B,SS • CHW - Added Gavin Lux 2B,3B,OF • TB - Dropped', '/players/playerpage/26719651')",7/28/25,Roid Ragers,44,"Colson Montgomery 3B,SS • CHW - Added Gavin Lux 2B,3B,OF • TB - Dropped",/players/playerpage/26719651,26719651,"[{'Name': 'Colson Montgomery', 'Position': '3B,SS', 'Team': 'CHW', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Gavin Lux', 'Position': '2B,3B,OF', 'Team': 'TB', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Colson Montgomery,Gavin Lux,28.0,h,193.0,193.0,41.0,36.0,44.0,18.0,0.0,0.21243523316062177,,,,,,,,,,,-1.3412583361227521,1.8840390772478826,3.4623521792459155,2.6316647976310454,-0.6579912178178563,,,,,,5.978806500184235,12.4,9.0
7/28/25 1:36 PM ET,"('Patrick Corbin SP,RP • TEX - Added Isiah Kiner-Falefa 2B,3B,SS • BOS - Dropped', '/players/playerpage/1758836')",7/28/25,Mom's Cookin,47,"Patrick Corbin SP,RP • TEX - Added Isiah Kiner-Falefa 2B,3B,SS • BOS - Dropped",/players/playerpage/1758836,1758836,"[{'Name': 'Patrick Corbin', 'Position': 'SP,RP', 'Team': 'TEX', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Isiah Kiner-Falefa', 'Position': '2B,3B,SS', 'Team': 'BOS', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Patrick Corbin,Isiah Kiner-Falefa,21.0,p,,,,,,,,,10.67,96.03,0.0,13.0,0.0,2.5304592314901595,1.0309278350515465,3.0,8.0,3.0,,,,,,0.721390658047288,0.6638905606101656,1.199966498102653,-0.4613101527561823,-0.6128111571077858,1.511126406896138,4.2,2.0
7/27/25 11:33 PM ET,"('Shea Langeliers C • ATH - Added Grant Holmes SP,RP • ATL - Dropped', '/players/playerpage/3117480')",7/28/25,Brewbirds,3,"Shea Langeliers C • ATH - Added Grant Holmes SP,RP • ATL - Dropped",/players/playerpage/3117480,3117480,"[{'Name': 'Shea Langeliers', 'Position': 'C', 'Team': 'ATH', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Grant Holmes', 'Position': 'SP,RP', 'Team': 'ATL', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Shea Langeliers,Grant Holmes,28.0,h,203.0,203.0,58.0,37.0,32.0,16.0,3.0,0.2857142857142857,,,,,,,,,,,1.509555321034664,1.9734874393707416,2.968561969317036,1.5650285279608116,0.21875624257295223,,,,,,8.235389500256206,17.0,9.0
7/27/25 11:33 PM ET,"('Brendon Little RP • TOR - Added Brandon Walter SP • HOU - Dropped', '/players/playerpage/2835083')",7/28/25,Lima Time!,38,Brendon Little RP • TOR - Added Brandon Walter SP • HOU - Dropped,/players/playerpage/2835083,2835083,"[{'Name': 'Brendon Little', 'Position': 'RP', 'Team': 'TOR', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Brandon Walter', 'Position': 'SP', 'Team': 'HOU', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Brendon Little,Brandon Walter,22.0,p,,,,,,,,,5.33,47.97,0.0,5.0,3.0,13.508442776735459,2.25140712945591,8.0,8.0,4.0,,,,,,-1.8116079423409956,-1.108433233426366,-0.6772552422296426,-0.48773596932290564,1.4710306009906733,-2.6140017863292373,-6.8,3.0
7/27/25 11:33 PM ET,"('Frankie Montas SP,RP • NYM - Added Lance McCullers SP,RP • HOU - Dropped', '/players/playerpage/2117122')",7/28/25,Charmer,36,"Frankie Montas SP,RP • NYM - Added Lance McCullers SP,RP • HOU - Dropped",/players/playerpage/2117122,2117122,"[{'Name': 'Frankie Montas', 'Position': 'SP,RP', 'Team': 'NYM', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Lance McCullers', 'Position': 'SP,RP', 'Team': 'HOU', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Frankie Montas,Lance McCullers,28.0,p,,,,,,,,,19.0,171.0,0.0,15.0,0.0,7.578947368421052,2.0526315789473686,16.0,29.0,10.0,,,,,,-1.2739892121752379,-1.8489060268170812,-0.4647971647342949,-0.5166558529831708,-0.602957309710354,-4.707305566420139,-9.7,9.0
7/27/25 11:32 PM ET,"('Ramon Laureano OF • SD - Added Chase Dollander SP • COL - Dropped', '/players/playerpage/2224252')",7/28/25,9 Grand Kids,30,Ramon Laureano OF • SD - Added Chase Dollander SP • COL - Dropped,/players/playerpage/2224252,2224252,"[{'Name': 'Ramon Laureano', 'Position': 'OF', 'Team': 'SD', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Chase Dollander', 'Position': 'SP', 'Team': 'COL', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Ramon Laureano,Chase Dollander,28.0,h,215.0,215.0,62.0,36.0,40.0,13.0,3.0,0.28837209302325584,,,,,,,,,,,1.7109699698956686,1.8840390772478826,2.2278766544237167,2.2761193744076342,0.21875624257295223,,,,,,8.317761318547854,17.2,9.0
7/27/25 11:32 PM ET,"('Jordan Lawlar 2B,3B • ARI - Added Chase DeLauter OF • CLE - Dropped', '/players/playerpage/26720082')",7/28/25,Ugly Spuds,29,"Jordan Lawlar 2B,3B • ARI - Added Chase DeLauter OF • CLE - Dropped",/players/playerpage/26720082,26720082,"[{'Name': 'Jordan Lawlar', 'Position': '2B,3B', 'Team': 'ARI', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Chase DeLauter', 'Position': 'OF', 'Team': 'CLE', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Jordan Lawlar,Chase DeLauter,28.0,h,41.0,41.0,10.0,6.0,5.0,0.0,2.0,0.24390243902439024,,,,,,,,,,,-0.031653997225039025,-0.79941178643789,-0.9817597101140001,-0.8349030787972149,-0.07349291089065063,,,,,,-2.721221483464795,-5.6,9.0
7/27/25 11:32 PM ET,"('Mickey Moniak OF • COL - Added Mike Yastrzemski OF • ATL - Dropped', '/players/playerpage/2250588')",7/28/25,Trouble With The Curve,1,Mickey Moniak OF • COL - Added Mike Yastrzemski OF • ATL - Dropped,/players/playerpage/2250588,2250588,"[{'Name': 'Mickey Moniak', 'Position': 'OF', 'Team': 'COL', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Mike Yastrzemski', 'Position': 'OF', 'Team': 'ATL', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Mickey Moniak,Mike Yastrzemski,28.0,h,179.0,179.0,49.0,26.0,32.0,10.0,4.0,0.2737430167597765,,,,,,,,,,,0.9104112830853439,0.9895554560192917,1.4871913395303977,1.5650285279608116,0.511005396036555,,,,,,5.4631920026324,11.3,9.0
7/27/25 11:30 PM ET,"('Troy Melton SP,RP • DET - Added Bryce Elder SP • ATL - Dropped', '/players/playerpage/29075780')",7/28/25,Lil Trumps Wiscompton Wu-Tang,42,"Troy Melton SP,RP • DET - Added Bryce Elder SP • ATL - Dropped",/players/playerpage/29075780,29075780,"[{'Name': 'Troy Melton', 'Position': 'SP,RP', 'Team': 'DET', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Bryce Elder', 'Position': 'SP', 'Team': 'ATL', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Troy Melton,Bryce Elder,21.0,p,,,,,,,,,12.0,108.0,1.0,12.0,0.0,4.5,1.1666666666666667,6.0,12.0,2.0,,,,,,-0.22473963626277327,0.32783876741056267,1.0020921639043356,1.2382535679244897,-0.6128111571077858,1.7306337058688288,4.8,2.0
7/27/25 11:29 PM ET,"('Eric Lauer SP,RP • TOR - Added Zach Eflin SP • BAL - Dropped', '/players/playerpage/2250610')",7/28/25,Dirty Birds,41,"Eric Lauer SP,RP • TOR - Added Zach Eflin SP • BAL - Dropped",/players/playerpage/2250610,2250610,"[{'Name': 'Eric Lauer', 'Position': 'SP,RP', 'Team': 'TOR', 'Transaction': 'Added', 'Trade_Partner': None}, {'Name': 'Zach Eflin', 'Position': 'SP', 'Team': 'BAL', 'Transaction': 'Dropped', 'Trade_Partner': None}]",Add/Drop,19,Eric Lauer,Zach Eflin,28.0,p,,,,,,,,,39.34,354.06000000000006,2.0,34.0,1.0,4.117946110828672,1.4489069649211996,18.0,47.0,10.0,,,,,,0.07179068253085873,-0.8549829800711395,0.5500872512805091,0.5356855344926799,-0.32693463399029954,-0.024354145757391366,-0.1,9.0
